,score_TextBlob,Nasdaq Trend,LM_test
156,0.03296021666711323,1.0,-0.8181818181818182
155,0.0839688552188552,1.0,-0.5
159,0.020034113060428852,1.0,-0.8297872340425532
153,0.0533625730994152,1.0,-0.696969696969697
152,-0.008769410523141867,1.0,-0.5862068965517241
151,0.02577239229024943,1.0,-0.6296296296296297
150,0.09876543209876541,1.0,-0.2631578947368421
149,0.0974197146391024,1.0,-0.6
154,0.040155460858585866,1.0,-0.5918367346938775
167,0.09557692307692309,1.0,-0.5
166,0.04728405708874459,1.0,-0.47368421052631576
165,0.03237878787878789,1.0,-0.46153846153846156
163,0.013842486489545317,1.0,-0.23076923076923078
162,0.07263661202185794,1.0,-0.5
164,0.06386261886261886,1.0,-0.7222222222222222
180,0.07217990717990719,0.0,-0.29411764705882354
186,0.22,0.0,-0.14285714285714285
185,0.02704302500220866,0.0,-0.391304347826087
184,0.04685264868999809,0.0,-0.673469387755102
183,0.006699649556792412,0.0,-0.9166666666666666
182,0.08876475376475376,0.0,-0.5
181,0.014022578728461105,0.0,-0.6363636363636364
179,0.2,0.0,
171,0.04545454545454545,0.0,-0.5
177,0.0824464625551582,0.0,-0.6559139784946236
176,-0.04096520763187429,0.0,-0.13043478260869565
175,0.015602867758040168,0.0,-0.5757575757575758
174,0.01318800247371677,0.0,-0.4666666666666667
173,0.11944444444444446,0.0,-0.3333333333333333
172,0.014824643955078735,0.0,-0.5555555555555556
178,0.06320193171608267,0.0,-0.4074074074074074
197,0.036948853615520284,1.0,0.0
204,0.02559992784992785,1.0,-0.37142857142857144
203,0.013840499777999782,1.0,-0.4782608695652174
202,0.05270321969696969,1.0,-0.5555555555555556
201,0.051644736842105264,1.0,-0.4482758620689655
200,0.016601473922902493,1.0,-0.8723404255319149
199,0.15004304407713495,1.0,-0.36363636363636365
198,0.08903131115459882,1.0,-0.7083333333333334
196,0.08708157833157834,1.0,-0.3333333333333333
188,0.030563654033041787,1.0,-0.6521739130434783
194,0.12187500000000001,1.0,-0.6
193,0.05925651867512332,1.0,-0.6
192,0.030138497058497065,1.0,-0.7073170731707317
191,0.15152146464646465,1.0,-0.24444444444444444
190,0.069484126984127,1.0,-0.6
189,0.11134856630824373,1.0,-0.44
195,0.01595316645719872,1.0,-0.5333333333333333
187,0.029899609097370296,1.0,-0.8333333333333334
211,0.0790668044077135,1.0,-0.6
210,0.05744094566012374,1.0,-0.2857142857142857
209,0.04782828282828283,1.0,-0.3333333333333333
206,0.043253764055650845,1.0,-0.6296296296296297
207,0.10737188208616781,1.0,-0.5384615384615384
205,0.03039088545554063,1.0,-0.52
208,0.06051587301587302,1.0,-0.6
225,0.022666666666666665,1.0,-0.23076923076923078
227,0.06588383838383839,1.0,-0.9310344827586207
226,-0.006008343508343512,1.0,-0.4782608695652174
224,0.07175470362970365,1.0,-0.5862068965517241
222,0.05947671156004489,1.0,-0.2972972972972973
221,0.0006244164332399686,1.0,-0.391304347826087
220,0.0632034632034632,1.0,-0.36
223,0.09418640772807442,1.0,-0.37142857142857144
233,0.08506289308176099,1.0,-0.7333333333333333
234,0.06135082799145299,1.0,-0.7692307692307693
235,0.012484494063441421,1.0,-0.5555555555555556
236,-0.024999999999999994,1.0,-0.5714285714285714
237,-0.010088730441671618,1.0,-0.6111111111111112
247,0.047878787878787875,0.0,-0.125
253,0.01991709548313319,0.0,-0.25
252,0.050179940541386324,0.0,-0.6888888888888889
251,0.03860696001106961,0.0,-0.5833333333333334
250,0.04488734157408855,0.0,-0.6190476190476191
249,0.045995670995670986,0.0,-0.6
248,0.06663039557061298,0.0,-0.5409836065573771
246,-0.008027393753200199,0.0,-0.8571428571428571
254,0.10567129629629629,0.0,-0.48148148148148145
244,0.07570028011204484,0.0,-0.3333333333333333
238,0.03233443457127666,0.0,-0.7222222222222222
239,0.06551298701298701,0.0,-0.6
240,0.05984175084175084,0.0,-0.4074074074074074
245,0.05652050057222471,0.0,-0.14285714285714285
242,0.055490224545102586,0.0,-0.5151515151515151
243,0.10863945578231293,0.0,-0.5
241,0.057904761904761896,0.0,-0.4883720930232558
266,-0.004904817404817407,1.0,-0.7777777777777778
265,0.04608080808080808,1.0,-0.6086956521739131
264,-0.018643578643578646,1.0,-0.5
263,0.004761904761904765,1.0,-0.14285714285714285
262,0.07318181818181818,1.0,-0.7333333333333333
261,0.03622680890538034,1.0,-0.7297297297297297
258,0.07812850729517395,1.0,-0.29411764705882354
257,0.009538357817046345,1.0,-0.7777777777777778
256,-0.004549808429118773,1.0,-0.5172413793103449
255,0.016637418137418144,1.0,-0.5333333333333333
260,0.07535714285714286,1.0,-0.9130434782608695
259,-0.03066666666666667,1.0,-0.574468085106383
273,-0.065625,1.0,-0.5555555555555556
277,-0.03667711598746081,1.0,-0.5
276,0.019150072150072146,1.0,-0.76
275,0.017241379310344827,1.0,-0.3333333333333333
274,0.029729729729729724,1.0,-0.68
272,0.04455102977830251,1.0,-0.6842105263157895
270,-0.17685185185185184,1.0,-0.5
269,0.04963055297876726,1.0,-0.6888888888888889
268,0.0062037037037037035,1.0,-0.6470588235294118
267,0.06970439691027926,1.0,-0.47368421052631576
271,0.08431818181818182,1.0,-0.09090909090909091
278,0.03493412965635187,1.0,-0.47368421052631576
279,0.026419082125603864,1.0,-0.7619047619047619
280,-0.0049363497993634734,1.0,-0.7777777777777778
281,0.03048340548340548,1.0,-0.7575757575757576
282,-0.06975458286569397,1.0,-0.7142857142857143
283,0.03606636419136419,1.0,-0.5757575757575758
284,0.0341044776119403,1.0,-0.7333333333333333
292,0.06085418646394258,0.0,-0.6363636363636364
291,0.06880341880341882,0.0,-0.5789473684210527
290,0.039436147186147186,0.0,-0.6444444444444445
286,0.039864864864864874,0.0,-0.4
288,0.04716060373318438,0.0,-0.41935483870967744
287,0.0770178286625655,0.0,-0.4375
289,0.086511544011544,0.0,-0.3333333333333333
302,0.007527943837467642,0.0,-0.6410256410256411
306,0.04344676270905778,0.0,-0.5
305,-0.04033930211202937,0.0,-0.4857142857142857
304,-0.06219035594035594,0.0,-0.5862068965517241
307,0.01383572567783094,0.0,-0.48717948717948717
303,0.06396044756700493,0.0,-0.7777777777777778
301,0.02611552028218695,0.0,-0.36
296,0.05454887218045113,0.0,-0.7777777777777778
299,0.10155723905723907,0.0,-0.7333333333333333
298,0.05237455197132617,0.0,-0.5333333333333333
297,0.044600168350168355,0.0,-0.6571428571428571
295,0.040531824266764035,0.0,-0.6875
294,0.023846124939874952,0.0,-0.5172413793103449
293,-0.014787296037296034,0.0,-0.7647058823529411
300,-0.014514374514374487,0.0,-0.5897435897435898
316,0.03342911877394636,1.0,-0.3333333333333333
315,0.09213403880070545,1.0,-0.6410256410256411
314,-0.09097862684819207,1.0,-0.7435897435897436
313,0.012808641975308638,1.0,-0.3333333333333333
311,0.0302437641723356,1.0,-0.48148148148148145
310,-0.03214285714285715,1.0,-0.6
309,0.06309478715728715,1.0,-0.4375
308,-0.0033833333333333337,1.0,-0.6666666666666666
312,0.085189594356261,1.0,-0.5882352941176471
325,-0.06183390022675735,1.0,-0.3333333333333333
329,-0.03374978779390544,1.0,-0.5636363636363636
328,0.018010345389377652,1.0,-0.6585365853658537
327,0.041773504273504285,1.0,-0.7692307692307693
326,0.06081014223871367,1.0,-0.72
324,-0.01209315375982044,1.0,-0.44
322,-0.03680445570689474,1.0,-0.7142857142857143
321,-0.006741192411924117,1.0,-0.8571428571428571
320,0.0051904324631597415,1.0,-0.6190476190476191
319,0.03916273120818576,1.0,-0.75
318,0.05074074074074073,1.0,-0.6923076923076923
317,-0.00997400109469075,1.0,-0.7272727272727273
323,-0.00918321874204227,1.0,-0.4
334,0.06937061646363972,0.0,-0.37777777777777777
339,0.04238220468989699,0.0,-0.6
338,0.06655201794090684,0.0,-0.4827586206896552
337,-0.02985717985717984,0.0,-0.15384615384615385
336,-0.012045235908872267,0.0,-0.7714285714285715
332,0.02550505050505051,0.0,-1.0
333,0.1906565656565656,0.0,-0.4
340,-0.07796296296296296,0.0,-0.75
331,-0.010456349206349207,0.0,-0.6571428571428571
330,-0.021954704746912534,0.0,-0.84
335,-0.007616407982261631,0.0,-0.45454545454545453
353,0.03713804713804714,1.0,-0.631578947368421
352,0.02846285658785659,1.0,-0.45454545454545453
354,0.05897435897435897,1.0,-0.5714285714285714
351,0.07500000000000001,1.0,-1.0
347,-0.0880952380952381,1.0,-1.0
349,0.1296586926781732,1.0,-0.56
348,0.06570941977918723,1.0,-0.5454545454545454
350,0.02361111111111111,1.0,-0.4482758620689655
379,0.06066919191919193,1.0,-0.5714285714285714
378,0.018992248062015497,1.0,-0.375
377,-0.07037037037037036,1.0,-0.3333333333333333
376,0.10742447516641067,1.0,-0.6
375,0.05642255892255892,1.0,-0.5
374,0.09362790854978353,1.0,-0.41935483870967744
373,0.09869859307359308,1.0,-0.05263157894736842
372,-0.0023582688355415593,1.0,-0.36363636363636365
371,-0.007247284878863827,1.0,-0.6521739130434783
369,0.02420454545454545,1.0,-1.0
368,0.016414141414141412,1.0,-1.0
367,0.07758365972651686,1.0,-0.8518518518518519
370,0.0657332585110363,1.0,-0.6842105263157895
365,0.01725146198830409,1.0,-0.7142857142857143
366,-0.05276315789473684,1.0,-1.0
356,0.045454545454545456,1.0,-0.45454545454545453
357,0.02782968165621227,1.0,-0.6428571428571429
358,0.050343599933763895,1.0,-0.6444444444444445
359,0.02049719887955182,1.0,-0.23076923076923078
355,0.08991212121212122,1.0,-0.25925925925925924
361,0.059860544217687064,1.0,-0.4117647058823529
362,0.15714285714285714,1.0,-0.42857142857142855
363,-0.007823910096637366,1.0,-0.3684210526315789
364,0.14424242424242423,1.0,0.18181818181818182
360,0.011922895622895622,1.0,-0.18181818181818182
391,0.06074795574795574,1.0,-0.3333333333333333
398,-0.00917904696313787,1.0,-0.6842105263157895
397,0.0663128233555063,1.0,-0.3333333333333333
396,0.09358024691358023,1.0,-0.5789473684210527
395,0.028333333333333335,1.0,-0.6296296296296297
394,0.09972222222222223,1.0,-0.3333333333333333
393,-0.01393784786641929,1.0,-0.3793103448275862
392,0.07881546231546233,1.0,-0.4146341463414634
390,0.09704545454545453,1.0,-0.5
380,0.04081746031746033,1.0,-0.3333333333333333
388,0.03407777777777777,1.0,-0.5
387,0.025822222222222226,1.0,-0.6428571428571429
386,-0.02220959595959595,1.0,-0.42857142857142855
385,0.09429235537190084,1.0,-0.5625
384,0.057216712580348945,1.0,-0.5882352941176471
383,0.047071122093245994,1.0,-0.5714285714285714
382,0.0375616766745799,1.0,-0.75
381,0.04965385562946538,1.0,-0.7647058823529411
389,0.016762105686156322,1.0,-0.6595744680851063
410,0.027308080808080806,0.0,-0.6363636363636364
408,0.039244614512471666,0.0,-0.4
407,0.04430762167125804,0.0,-0.6216216216216216
406,0.07046085858585859,0.0,-0.28
405,0.0471590909090909,0.0,-0.35714285714285715
409,0.048632812500000025,0.0,-0.5675675675675675
403,0.0035984848484848495,0.0,-0.5
402,0.01989952718676123,0.0,-0.5238095238095238
401,-0.005754180460062812,0.0,-0.5384615384615384
400,0.015674803591470252,0.0,-0.6
399,0.01315065681444992,0.0,-0.52
404,0.05980392156862746,0.0,-0.8518518518518519
422,-0.04035087719298245,1.0,0.1111111111111111
421,0.017806468704906202,1.0,-0.5789473684210527
420,0.013679939989463796,1.0,-0.6
419,0.04650307422046552,1.0,-0.76
418,0.032881831709956705,1.0,-0.42857142857142855
417,0.09987851487851489,1.0,-0.8260869565217391
416,0.02521867838044308,1.0,-0.25
414,-0.1277777777777778,1.0,-0.3333333333333333
413,0.07655885780885782,1.0,-0.25925925925925924
412,0.0586881609269669,1.0,-0.5416666666666666
411,0.03608263760049474,1.0,-0.7021276595744681
415,0.11286764705882353,1.0,-0.42857142857142855
437,0.09629130814316002,0.0,-0.4418604651162791
442,0.03951951017019511,0.0,-0.7948717948717948
441,0.0634848484848485,0.0,-0.45454545454545453
440,0.021623526936026934,0.0,-0.7073170731707317
438,0.04859174838766676,0.0,-0.6666666666666666
436,-0.01967460317460319,0.0,-0.42857142857142855
439,0.06765703914141413,0.0,-0.5625
434,0.04523809523809524,0.0,0.3333333333333333
433,0.040048701298701306,0.0,-0.7727272727272727
435,0.10239463601532567,0.0,-0.6774193548387096
432,0.08164677286036509,0.0,-0.48936170212765956
431,0.09094936708860761,0.0,-0.4482758620689655
430,0.10965909090909091,0.0,-0.6551724137931034
448,-0.020491622574955914,1.0,-0.5454545454545454
446,0.023290193602693604,1.0,-0.42857142857142855
447,0.035639129389129394,1.0,-0.44
444,0.02020290900725682,1.0,-0.625
443,-0.0685151515151515,1.0,-0.8666666666666667
445,0.014768129474011826,1.0,-0.65
456,0.12919621749408983,1.0,-0.5789473684210527
449,0.08546568627450979,1.0,-0.45454545454545453
450,0.058215874733731895,1.0,-0.7297297297297297
451,0.06956770081770085,1.0,-0.6842105263157895
452,0.11342975206611569,1.0,0.0
453,-0.011742424242424247,1.0,-1.0
454,-0.011232609109967609,1.0,-0.6923076923076923
455,0.05986696332586743,1.0,-0.5757575757575758
457,0.08750000000000001,1.0,0.42857142857142855
462,0.07105654761904762,0.0,-0.5
461,0.02266850048100048,0.0,-0.42105263157894735
467,0.0007340485601355169,1.0,-0.625
468,0.07396393857714616,1.0,-0.06666666666666667
469,0.07653810835629017,1.0,0.1111111111111111
470,0.04747474747474747,0.0,-0.8421052631578947
471,0.05685364541296744,0.0,-0.38461538461538464
472,0.025362318840579715,0.0,-0.8823529411764706
473,-0.0021620752984389357,0.0,-0.6875
477,-0.011750931489737456,1.0,-0.5151515151515151
478,0.07263708513708514,1.0,-0.6
475,0.020978835978835982,1.0,-0.5789473684210527
474,0.0002101010101010159,1.0,-0.3333333333333333
476,0.09343434343434344,1.0,-0.5
481,0.036125541125541116,1.0,-0.8125
482,0.022938338609980402,1.0,-0.8666666666666667
483,-0.03753866154809551,1.0,-0.7391304347826086
484,0.0034034792368125644,1.0,-0.5384615384615384
485,0.08559904601571271,1.0,-0.4117647058823529
498,0.000657894736842103,0.0,-0.6666666666666666
499,-0.02573815073815074,0.0,-0.42857142857142855
497,0.06790123456790122,0.0,0.07692307692307693
501,0.08500610500610502,0.0,-0.6756756756756757
500,0.07946248196248194,0.0,0.25
496,-0.07855401303677162,0.0,-0.8461538461538461
495,0.011451247165532889,0.0,-0.3333333333333333
494,0.022333333333333334,0.0,0.2727272727272727
493,-0.022838777384231932,0.0,-0.6923076923076923
492,0.10223577235772358,0.0,-0.4074074074074074
491,-0.04964662862390135,0.0,-0.7
490,0.01422491039426523,0.0,-0.35294117647058826
489,0.021246461871461876,0.0,-0.6923076923076923
512,-0.05383499170812603,0.0,-0.8888888888888888
511,0.030542005420054197,0.0,-0.25925925925925924
510,0.07659412659412661,0.0,-0.29411764705882354
509,0.0228395061728395,0.0,-0.2
508,0.08348277608915908,0.0,-0.30434782608695654
505,-0.015519480519480522,0.0,-0.7837837837837838
506,0.16119528619528614,0.0,-0.6363636363636364
504,0.05077913279132791,0.0,-0.5555555555555556
503,0.0060863739435167916,0.0,-0.6842105263157895
502,-0.062267561983471074,0.0,-0.45454545454545453
507,-0.0009437866055513169,0.0,-0.7254901960784313
519,-0.036388888888888894,1.0,-0.5263157894736842
520,-0.009806576402321078,1.0,-0.574468085106383
518,0.0485053235053235,1.0,-0.45454545454545453
517,0.07129107789485147,1.0,-0.5714285714285714
515,0.007954545454545464,1.0,-0.5263157894736842
514,0.07959183673469387,1.0,-0.3333333333333333
513,0.13249729437229443,1.0,-0.5714285714285714
516,0.1226595744680851,1.0,-0.6571428571428571
528,0.0030180375180375225,1.0,-0.8113207547169812
533,0.09928937997486384,1.0,-0.5789473684210527
532,0.09139264990328819,1.0,-0.6551724137931034
531,0.08969792262245095,1.0,0.047619047619047616
530,0.04284070210299723,1.0,-0.35
529,-0.03127164502164502,1.0,-0.5416666666666666
526,-0.041020813087139604,1.0,-0.29411764705882354
525,0.06413804713804713,1.0,-0.47368421052631576
524,0.10026143790849673,1.0,-0.5
523,-0.003044871794871782,1.0,-0.5714285714285714
522,0.03365956865956866,1.0,-0.5675675675675675
521,0.014122222222222227,1.0,-0.47368421052631576
527,0.0547936507936508,1.0,-0.6666666666666666
542,-0.05741192411924117,1.0,-0.5
543,0.012581959950381002,1.0,-0.4444444444444444
541,-0.02088554720133667,1.0,-0.09090909090909091
545,0.020921534182403754,1.0,-0.6774193548387096
544,0.01970238095238095,1.0,-0.38461538461538464
540,-0.05627344877344879,1.0,-0.5609756097560976
539,0.03655913978494624,1.0,-0.7777777777777778
538,-0.027766798418972335,1.0,-0.5833333333333334
537,0.016985479797979795,1.0,-0.75
536,0.01779488432714239,1.0,-0.5
535,0.012097830153385704,1.0,-0.45454545454545453
534,-0.02209595959595959,1.0,-0.4782608695652174
552,0.007039326731107554,1.0,-0.8285714285714286
553,0.07244462901439645,1.0,-0.42857142857142855
554,0.060494344365312105,1.0,-0.5
555,0.0382226948136039,1.0,-0.6078431372549019
556,0.06636861815433244,1.0,-0.2727272727272727
557,-0.056249999999999994,1.0,-0.3333333333333333
558,0.023547587678022456,1.0,-0.8095238095238095
566,0.004503420753420759,1.0,-0.6190476190476191
565,0.00899749373433584,1.0,-0.7297297297297297
564,0.0543386697160282,1.0,-0.7142857142857143
563,-0.03461311723506846,1.0,-0.5454545454545454
559,0.0070915757941074405,1.0,-0.8378378378378378
561,0.004638047138047137,1.0,-0.47368421052631576
560,0.029149831649831644,1.0,-0.42857142857142855
562,0.2633333333333333,1.0,-0.625
574,0.16538123167155422,1.0,-0.38461538461538464
578,-0.01814814814814815,1.0,-0.5
577,-0.006421263921263918,1.0,-0.6538461538461539
576,0.11102160418198155,1.0,-0.5263157894736842
575,0.061796296296296294,1.0,-0.2631578947368421
573,0.039474938059843714,1.0,-0.5
567,0.008272762184052507,1.0,-0.6571428571428571
571,-0.005239316239316237,1.0,-0.76
570,0.08645207838756226,1.0,-0.25
569,0.08541666666666668,1.0,-0.5555555555555556
568,0.0215446299732014,1.0,-0.6666666666666666
572,0.008678622964337255,1.0,-0.5
590,0.01359876965140123,1.0,-0.7419354838709677
597,0.10917777777777778,1.0,-0.3333333333333333
596,0.07075704966329968,1.0,-0.6470588235294118
595,0.04289086517347388,1.0,-0.1111111111111111
594,0.060243589743589745,1.0,-0.6521739130434783
593,0.1228625541125541,1.0,-0.6
592,0.06654280904280903,1.0,-0.6923076923076923
591,0.04676068376068376,1.0,-0.2857142857142857
598,0.10773333333333333,1.0,-0.6923076923076923
589,0.024220679012345685,1.0,-0.5675675675675675
586,0.08440235690235692,1.0,-0.42857142857142855
587,0.09086134453781512,1.0,-0.42857142857142855
585,0.015108225108225114,1.0,-0.6666666666666666
584,-0.05681942578494301,1.0,-0.9583333333333334
583,0.06762688614540463,1.0,-0.3181818181818182
582,-0.03077525252525252,1.0,-0.7297297297297297
581,-0.03494152046783625,1.0,-0.68
580,-0.06698128342245988,1.0,-0.8048780487804879
579,-0.0667190613619185,1.0,-1.0
588,0.01897401433691756,1.0,0.030303030303030304
609,0.04474357864357865,1.0,-0.28205128205128205
608,0.0948737373737374,1.0,-0.5625
607,0.06936738070358762,1.0,-0.4375
606,0.0022674418604651165,1.0,-0.631578947368421
605,0.017609819121447025,1.0,0.14285714285714285
610,0.043558483999660474,1.0,-0.2
603,0.047643097643097654,1.0,-0.5
602,0.011218313195925131,1.0,-0.7368421052631579
601,0.0301624392821576,1.0,-0.6363636363636364
600,0.04609120617944148,1.0,-0.6774193548387096
599,0.13530086580086578,1.0,-0.35714285714285715
604,0.07098769651401234,1.0,-0.5384615384615384
636,-0.03611111111111111,1.0,-1.0
635,0.0403412431190209,1.0,-0.42857142857142855
634,0.14876984126984127,1.0,-0.5384615384615384
633,0.02692307692307692,1.0,-1.0
632,0.03422288927005908,1.0,-0.6428571428571429
631,-0.06323881673881672,1.0,-0.4
630,0.04206896551724139,1.0,-1.0
629,0.04628334628334631,1.0,-0.6595744680851063
627,-0.027138385870780234,1.0,-0.5121951219512195
626,0.016203047793956878,1.0,-0.38461538461538464
625,-0.03155555555555555,1.0,-0.5384615384615384
624,0.07288073593073595,1.0,-0.3333333333333333
623,0.022807017543859654,1.0,-1.0
628,-0.08062030562030562,1.0,-0.6666666666666666
649,0.10064496837986765,1.0,-0.25
648,0.0478577628968254,1.0,-0.627906976744186
647,0.012357667584940312,1.0,-0.8064516129032258
646,0.019750841750841745,1.0,-0.5384615384615384
645,0.017989667565139263,1.0,-0.5555555555555556
643,0.18385073830279314,1.0,0.22580645161290322
644,0.03963114288956985,1.0,-0.6326530612244898
641,0.053966682382523966,1.0,-0.46938775510204084
640,0.21941176470588236,1.0,-0.5
639,0.10937500000000001,1.0,0.0
